DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
20-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,17.03,256.749,100.338,220.071,18.686,39.66959,%,36.679,82.348,7.611,327.00,47449.00,2441.00,,production,OP
21-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,19.83,250.638,100.437,217.027,21.31,82.0632,%,33.612,86.329,3.857,655.00,100328.00,3503.00,,production,OP
22-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,250.524,100.413,216.809,21.322,84.97888,%,33.715,86.874,4.125,575.00,85309.00,3630.00,,production,OP
23-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.052,100.411,215.63,21.965,100,%,32.422,88.694,2.929,626.00,92984.00,3439.00,,production,OP
24-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,247.718,100.46,215.234,21.901,100,%,32.483,88.637,2.981,656.00,97891.00,3682.00,,production,OP
25-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,247.644,100.487,215.152,22.042,100,%,32.492,88.834,2.98,660.00,98516.00,3681.00,,production,OP
26-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,247.787,100.484,215.324,22.076,100,%,32.463,88.935,2.95,662.00,98839.00,3691.00,,production,OP
27-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,16.83,186.941,73.569,150.836,20.86,52.94305,%,36.104,85.85,7.354,492.00,78722.00,2729.00,,production,OP
28-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,32.239,21.843,99.22782,%,32.239,87.801,3.034,799.00,121314.00,4035.00,,production,OP
29-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,135.626,54.76,103.14,21.957,100,%,32.486,87.066,2.993,666.00,99794.00,3784.00,,production,OP
30-Sep-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,247.959,100.159,215.482,21.859,100,%,32.477,85.996,2.973,681.00,101940.00,3658.00,,production,OP
01-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.577,100.42,216.14,21.77,100,%,32.437,85.981,2.951,681.00,101739.00,4417.00,,production,OP
02-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.572,100.424,216.135,21.77,100,%,32.437,86.447,2.959,711.00,106403.00,3896.00,,production,OP
03-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.774,100.414,216.342,21.71,100,%,32.432,85.814,2.936,708.00,106276.00,3623.00,,production,OP
04-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.957,100.397,216.537,21.738,100,%,32.42,86.924,2.917,706.00,105907.00,3532.00,,production,OP
05-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.933,100.383,216.466,21.951,100,%,32.467,88.971,2.963,714.00,106241.00,3572.00,,production,OP
06-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.909,100.368,216.51,21.785,100,%,32.398,87.945,2.921,718.00,106720.00,3500.00,,production,OP
07-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.032,100.361,216.633,21.727,97.91667,%,32.399,87.719,2.926,714.00,106586.00,3628.00,,production,OP
08-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.163,100.353,216.779,21.753,100,%,32.384,88.245,2.903,710.00,105852.00,3629.00,,production,OP
09-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.324,100.347,216.935,21.757,100,%,32.39,88.705,2.902,702.00,105031.00,3519.00,,production,OP
10-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.468,100.34,217.109,21.594,100,%,32.358,88.446,2.886,704.00,104880.00,3560.00,,production,OP
11-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,12.14,250.389,100.338,218.055,21.731,53.56819,%,32.334,88.808,3.076,312.00,46636.00,1512.00,,production,OP
12-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,9.36,272.77,100.103,226.921,16.119,13.89514,%,45.849,73.084,16.438,45.00,7029.00,276.00,,production,OP
13-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,250.801,100.311,217.765,21.562,89.05667,%,33.036,88.192,3.773,616.00,92194.00,3346.00,,production,OP
14-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.915,100.312,217.709,21.966,100,%,32.206,88.457,2.913,672.00,100990.00,3554.00,,production,OP
15-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.584,100.306,217.298,22.034,100,%,32.286,88.633,2.939,683.00,102204.00,3593.00,,production,OP
16-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.859,100.295,217.59,22.084,100,%,32.269,88.698,2.894,681.00,101911.00,3586.00,,production,OP
17-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.686,100.324,217.375,22.052,100,%,32.311,88.512,2.879,692.00,103933.00,3619.00,,production,OP
18-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.751,100.336,217.416,22.15,100,%,32.336,88.564,2.909,685.00,102488.00,3632.00,,production,OP
19-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.934,100.323,217.707,21.878,100,%,32.226,87.046,2.806,680.00,101651.00,3613.00,,production,OP
20-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.798,100.311,217.634,21.689,100,%,32.165,86.37,2.755,692.00,104476.00,3600.00,,production,OP
21-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.522,100.3,217.438,21.586,100,%,32.085,84.79,2.69,679.00,102675.00,3602.00,,production,OP
22-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.572,100.3,217.436,21.707,100,%,32.136,86.857,2.722,687.00,102818.00,3608.00,,production,OP
23-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.613,100.3,217.473,21.803,100,%,32.14,87.39,2.711,687.00,102605.00,3614.00,,production,OP
24-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.629,100.295,217.437,21.752,97.91667,%,32.193,87.259,2.765,686.00,102294.00,3594.00,,production,OP
25-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.592,100.286,217.447,21.782,100,%,32.146,87.212,2.734,688.00,102619.00,3580.00,,production,OP
26-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.713,100.279,217.542,21.8,100,%,32.17,87.833,2.752,686.00,102078.00,3596.00,,production,OP
27-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.31,250.213,100.271,218.139,21.694,95.81095,%,32.074,87.112,2.8,675.00,100863.00,3593.00,,production,OP
28-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0,297.372,99.437,294.984,7.817,1.1368,%,2.388,25.11,0.107,0.00,0.00,0.00,,production,OP
29-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0,296.286,98.992,294.669,5.245,1.35833,%,1.617,12.73,11.063,0.00,0.00,0.00,,production,OP
30-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,12.86,262.407,100.16,222.996,16.92,24.49167,%,39.411,77.186,10.642,194.00,28018.00,951.00,,production,OP
31-Oct-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.526,100.234,217.219,21.176,100,%,32.307,86.539,3.05,634.00,94020.00,3409.00,,production,OP
01-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.731,100.243,217.689,26.682,100,%,32.042,86.075,2.727,678.00,100622.00,3542.00,,production,OP
02-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,3.23,251.692,100.239,217.467,21.155,14.65718,%,34.225,86.489,5.959,11.00,1587.00,63.00,,production,OP
03-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,6.03,270.483,99.911,226.037,13.392,9.05137,%,44.447,67.243,15.653,6.00,856.00,32.00,,production,OP
04-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.555,100.193,216.827,20.301,100,%,32.728,87.37,3.89,565.00,81180.00,3662.00,,production,OP
05-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.603,100.242,216.945,21.405,99.97306,%,31.658,88.272,2.797,679.00,93705.00,3638.00,,production,OP
06-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,257.22,100.214,218.94,20.646,77.48112,%,38.28,84.557,7.513,648.00,90581.00,3684.00,,production,OP
07-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.771,100.23,217.184,21.402,100,%,32.587,86.768,3.117,624.00,91689.00,4450.00,,production,OP
08-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.218,100.259,216.939,21.155,99.98896,%,32.28,86.54,2.804,671.00,99145.00,3661.00,,production,OP
09-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.247,100.286,216.917,21.28,99.99798,%,32.33,88.466,2.857,662.00,98048.00,3630.00,,production,OP
10-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.362,100.273,217.043,21.209,100,%,32.319,88.405,2.851,660.00,98394.00,3685.00,,production,OP
11-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.304,100.262,217.117,20.93,100,%,32.187,86.512,2.787,673.00,98851.00,3805.00,,production,OP
12-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.578,100.255,217.105,21.049,100,%,32.473,87.076,2.794,707.00,104182.00,3701.00,,production,OP
13-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.268,100.254,216.947,21.01,100,%,32.322,87.463,2.854,699.00,103418.00,3673.00,,production,OP
14-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.99,100.246,216.69,20.944,100,%,32.3,87.725,2.837,707.00,105511.00,3624.00,,production,OP
15-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.344,100.235,217.046,20.908,100,%,32.297,87.219,2.839,714.00,106212.00,3558.00,,production,OP
16-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.484,100.226,217.2,20.875,100,%,32.284,87.147,2.83,722.00,106473.00,3556.00,,production,OP
17-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.633,100.22,217.356,20.901,100,%,32.277,88.017,2.831,702.00,104176.00,3541.00,,production,OP
18-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.769,100.21,217.531,20.871,100,%,32.238,88.042,2.78,701.00,104686.00,3522.00,,production,OP
19-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,249.934,100.203,217.703,20.819,100,%,32.232,87.908,2.78,688.00,103139.00,3563.00,,production,OP
20-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,250.357,100.189,218.153,20.705,100,%,32.203,86.586,2.738,705.00,105804.00,3522.00,,production,OP
21-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,250.568,100.179,218.327,20.806,100,%,32.241,87.871,2.787,706.00,105308.00,3627.00,,production,OP
22-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,250.725,100.179,218.429,20.962,100,%,32.295,88.605,2.827,715.00,106522.00,3740.00,,production,OP
23-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,250.912,100.175,218.628,20.953,100,%,32.283,88.638,2.828,705.00,104715.00,3748.00,,production,OP
24-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,250.979,100.169,218.744,20.758,100,%,32.235,88.137,2.793,700.00,105359.00,3769.00,,production,OP
25-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.083,100.163,218.85,20.824,100,%,32.233,88.349,2.8,700.00,105549.00,3773.00,,production,OP
26-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.126,100.158,218.937,20.803,100,%,32.189,87.685,2.747,702.00,105968.00,3769.00,,production,OP
27-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,250.218,99.432,218.031,20.852,100,%,32.188,88.508,2.738,702.00,105482.00,3886.00,,production,OP
28-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.225,100.149,219.057,20.784,100,%,32.169,88.335,2.737,701.00,105637.00,3754.00,,production,OP
29-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.378,100.149,219.211,20.706,100,%,32.166,87.66,2.716,696.00,105347.00,3769.00,,production,OP
30-Nov-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.492,100.147,219.33,20.766,100,%,32.162,88.169,2.718,699.00,105433.00,3790.00,,production,OP
01-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.46,100.14,219.314,20.767,100,%,32.146,88.348,2.718,700.00,105230.00,3760.00,,production,OP
02-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.503,100.136,219.368,20.721,100,%,32.136,87.188,2.703,645.00,96703.00,4058.00,,production,OP
03-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.399,100.128,219.297,20.67,100,%,32.102,87.415,2.679,643.00,95818.00,3777.00,,production,OP
04-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.43,100.125,219.356,20.641,100,%,32.074,87.819,2.647,623.00,92089.00,3784.00,,production,OP
05-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,23.56,251.944,100.119,219.419,20.319,96.36708,%,32.525,85.773,3.09,609.00,91440.00,3599.00,,production,OP
06-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,15.78,257.077,100.05,222.541,18.954,55.06016,%,34.536,81.397,4.812,321.00,49921.00,2534.00,,production,OP
07-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.038,100.092,220.055,20.634,99.94554,%,31.982,87.341,2.586,577.00,87739.00,3693.00,,production,OP
08-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.075,100.108,220.09,20.725,99.91192,%,31.985,87.038,2.566,606.00,91773.00,3696.00,,production,OP
09-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,13.5,258.296,100.026,223.345,19.303,54.54079,%,34.951,83.039,5.75,309.00,47086.00,1880.00,,production,OP
10-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,6.06,257.169,100.093,223.041,20.161,18.18863,%,34.128,86.379,4.345,37.00,5352.00,341.00,,production,OP
11-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0,298.549,98.947,296.895,5.361,1.2774,%,1.654,11.602,0.145,0.00,0.00,0.00,,production,OP
12-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,9.94,263.68,100.016,225.16,16.391,18.9951,%,38.519,79.658,9.9,56.00,8687.00,455.00,,production,OP
13-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,7.81,255.553,100.092,221.419,19.842,20.86972,%,34.134,85.701,5.021,112.00,18120.00,869.00,,production,OP
14-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,22.28,256.821,100.029,222.156,18.775,100,%,34.665,81.706,5.751,461.00,69337.00,3251.00,,production,OP
15-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,22.83,255.865,100.075,221.584,20.327,83.82619,%,34.281,85.348,4.756,553.00,83612.00,3933.00,,production,OP
16-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.114,100.099,219.437,20.669,92.34932,%,32.677,86.224,3.216,627.00,93754.00,4192.00,,production,OP
17-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.896,100.096,219.646,20.714,100,%,32.249,86.222,2.792,649.00,96419.00,3789.00,,production,OP
18-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.594,100.158,219.41,20.724,100,%,32.183,85.458,2.718,629.00,94082.00,3815.00,,production,OP
19-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.798,100.176,219.551,20.752,100,%,32.246,85.739,2.751,628.00,93881.00,3821.00,,production,OP
20-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,17.33,257.211,100.107,222.053,19.74,62.55746,%,35.157,82.229,6.227,388.00,54983.00,2818.00,,production,OP
21-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.79,100.138,220.301,20.628,93.12878,%,32.488,85.472,3.196,589.00,89471.00,3801.00,,production,OP
22-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.075,100.144,219.856,20.796,100,%,32.219,86.463,2.909,633.00,94749.00,3845.00,,production,OP
23-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.114,100.148,219.922,20.742,100,%,32.192,85.895,2.846,629.00,94182.00,3874.00,,production,OP
24-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.064,100.135,219.886,20.617,100,%,32.178,85.724,2.768,628.00,94071.00,3968.00,,production,OP
25-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.105,100.13,219.904,20.535,100,%,32.2,85.246,2.753,647.00,96719.00,3863.00,,production,OP
26-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,20.98,252.743,100.127,220.031,20.635,86.78559,%,32.712,86.26,3.246,535.00,81128.00,3246.00,,production,OP
27-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,15.53,260.52,100.032,223.327,18.864,49.12223,%,37.193,80.419,6.323,263.00,41597.00,1859.00,,production,OP
28-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.879,100.086,220.432,20.539,100,%,32.446,85.919,2.946,615.00,92927.00,3825.00,,production,OP
29-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.757,100.102,220.513,20.891,100,%,32.244,88.496,3.011,628.00,94025.00,3867.00,,production,OP
30-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.658,100.085,220.506,20.617,100,%,32.152,86.344,2.936,627.00,94001.00,3853.00,,production,OP
31-Dec-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,22.5,257.345,100.026,222.349,20.275,81.12493,%,34.996,85.383,5.433,530.00,81629.00,3242.00,,production,OP
01-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,253.116,100.077,220.569,20.56,93.47029,%,32.547,86.118,3.334,604.00,91618.00,3845.00,,production,OP
02-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.686,100.089,220.549,20.563,100,%,32.138,86.193,2.904,632.00,94682.00,3943.00,,production,OP
03-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.506,100.097,220.51,20.554,100,%,31.995,85.963,2.934,619.00,93415.00,3940.00,,production,OP
04-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,14.14,253.69,100.084,221.113,20.513,58.85062,%,32.577,86.224,3.493,359.00,53976.00,2045.00,,production,OP
05-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,6.36,268.097,99.917,228.106,16.149,12.16694,%,39.991,76.007,10.296,33.00,5066.00,323.00,,production,OP
06-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,254.447,100.05,221.395,20.119,82.56281,%,33.052,86.18,3.857,523.00,78815.00,3496.00,,production,OP
07-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.579,99.876,220.447,20.512,100,%,32.133,86.629,2.916,621.00,93905.00,3754.00,,production,OP
08-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.471,100.039,220.295,20.547,100,%,32.176,87.112,2.949,648.00,96731.00,3872.00,,production,OP
09-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.13,100.014,219.983,20.561,100,%,32.147,88.08,2.932,632.00,94760.00,3816.00,,production,OP
10-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.116,100.038,219.96,20.631,100,%,32.157,88.117,2.957,633.00,94516.00,3813.00,,production,OP
11-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.08,100.055,219.89,20.574,100,%,32.189,88.137,2.979,631.00,94044.00,3748.00,,production,OP
12-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.019,100.053,219.878,20.54,100,%,32.141,87.521,2.942,628.00,93977.00,3655.00,,production,OP
13-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.095,100.036,220.033,20.254,100,%,32.062,85.83,2.863,634.00,95208.00,3772.00,,production,OP
14-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.145,100.021,220.099,20.244,100,%,32.046,85.592,2.855,618.00,92635.00,3887.00,,production,OP
15-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,251.973,100.017,220.094,20.089,100,%,31.878,84.088,2.848,601.00,90465.00,3816.00,,production,OP
16-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.177,100.015,220.243,19.979,97.91667,%,31.934,83.429,2.891,604.00,87303.00,3632.00,,production,OP
17-Jan-14,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24,252.48,100.007,220.259,19.863,97.91667,%,32.22,84.593,2.909,619.00,88958.00,3753.00,,production,OP
